Type,Brand,Model,Benchmark,GPU_Model_Type,VRAM_Size,GPU_Model_Tier,URL
GPU,Nvidia,NVS 5200M,3.2,,,5200,https://gpu.userbenchmark.com/SpeedTest/7691/NVIDIA-NVS-5200M
GPU,ATI,Radeon HD 4650,3.2,RADEON,,4650,https://gpu.userbenchmark.com/SpeedTest/7844/ATI-Radeon-HD-4650
GPU,Intel,HD 4000 (Desktop 1.15 GHz),3.18,,,4000,https://gpu.userbenchmark.com/Intel-HD-4000-Desktop-115-GHz/Rating/2169
GPU,Nvidia,GeForce GT 435M,3.14,GEFORCE,,435,https://gpu.userbenchmark.com/SpeedTest/8260/NVIDIA-GeForce-GT-435M
GPU,Nvidia,NVS 510,3.11,,,510,https://gpu.userbenchmark.com/SpeedTest/10074/NVIDIA-NVS-510
GPU,Nvidia,GeForce GT 430,3.06,GEFORCE,,430,https://gpu.userbenchmark.com/SpeedTest/7745/NVIDIA-GeForce-GT-430
GPU,Intel,HD 4600 (Desktop 1.25 GHz),3.06,,,4600,https://gpu.userbenchmark.com/Intel-HD-4600-Desktop-125-GHz/Rating/2168
GPU,Nvidia,Quadro FX 2700M,3.03,QUADRO,,2700,https://gpu.userbenchmark.com/SpeedTest/7747/NVIDIA-Quadro-FX-2700M
GPU,AMD,Radeon HD 7600G,3.02,RADEON,,7600,https://gpu.userbenchmark.com/SpeedTest/12867/AMD-Radeon-HD-7600G---7500M7600M-Dual-Graphics
GPU,AMD,Radeon HD 6620G,3.01,RADEON,,6620,https://gpu.userbenchmark.com/SpeedTest/8118/AMD-Radeon-HD-6620G
GPU,Nvidia,GeForce GT 540M,3.0,GEFORCE,,540,https://gpu.userbenchmark.com/SpeedTest/8006/NVIDIA-GeForce-GT-540M
GPU,Intel,HD 4000 (Mobile 1.25 GHz),2.98,,,4000,https://gpu.userbenchmark.com/SpeedTest/7653/IntelR-HD-Graphics-4000
GPU,Nvidia,Quadro 600,2.98,QUADRO,,600,https://gpu.userbenchmark.com/SpeedTest/8084/NVIDIA-Quadro-600
GPU,Intel,HD 4600 (Mobile 1.15 GHz),2.94,,,4600,https://gpu.userbenchmark.com/SpeedTest/7676/IntelR-HD-Graphics-4600
GPU,Nvidia,Quadro FX 1800M,2.94,QUADRO,,1800,https://gpu.userbenchmark.com/SpeedTest/7771/NVIDIA-Quadro-FX-1800M
GPU,AMD,Radeon HD 8470D,2.92,RADEON,,8470,https://gpu.userbenchmark.com/SpeedTest/9693/AMD-Radeon-HD-8470D
GPU,Intel,HD 515 (Mobile Skylake),2.92,,,515,https://gpu.userbenchmark.com/SpeedTest/38173/IntelR-HD-Graphics-515
GPU,Nvidia,GeForce GT 130,2.85,GEFORCE,,130,https://gpu.userbenchmark.com/SpeedTest/12240/NVIDIA-GeForce-GT-130
GPU,Nvidia,GeForce GT 335M,2.85,GEFORCE,,335,https://gpu.userbenchmark.com/SpeedTest/10735/NVIDIA-GeForce-GT-335M
GPU,AMD,Radeon HD 7540D,2.79,RADEON,,7540,https://gpu.userbenchmark.com/SpeedTest/7756/AMD-Radeon-HD-7540D
GPU,Intel, HD 610 (Desktop Kaby Lake),2.7,,,610,https://gpu.userbenchmark.com/SpeedTest/225196/IntelR-HD-Graphics-610
GPU,Nvidia,GeForce GT 425M,2.63,GEFORCE,,425,https://gpu.userbenchmark.com/SpeedTest/7792/NVIDIA-GeForce-GT-425M
GPU,Intel,HD 4400 (Desktop 1.15 GHz),2.6,,,4400,https://gpu.userbenchmark.com/SpeedTest/8064/IntelR-HD-Graphics-4400
GPU,AMD,Radeon HD 6530D,2.55,RADEON,,6530,https://gpu.userbenchmark.com/SpeedTest/7795/AMD-Radeon-HD-6530D
GPU,Intel,HD 510 (Desktop Skylake),2.54,,,510,https://gpu.userbenchmark.com/SpeedTest/38088/IntelR-HD-Graphics-510
GPU,Intel,Core M HD 5300,2.53,,,5300,https://gpu.userbenchmark.com/SpeedTest/16575/IntelR-HD-Graphics-5300
GPU,Nvidia,GeForce GT 525M,2.45,GEFORCE,,525,https://gpu.userbenchmark.com/SpeedTest/8869/NVIDIA-GeForce-GT-525M
GPU,AMD,Radeon HD 7520G,2.44,RADEON,,7520,https://gpu.userbenchmark.com/SpeedTest/8569/AMD-Radeon-HD-7520G
GPU,Nvidia,GeForce 9700M GT,2.41,GEFORCE,,9700,https://gpu.userbenchmark.com/SpeedTest/12102/NVIDIA-GeForce-9700M-GT
GPU,Nvidia,GeForce GT 420M,2.37,GEFORCE,,420,https://gpu.userbenchmark.com/SpeedTest/8926/NVIDIA-GeForce-GT-420M
GPU,Intel,HD 4400 (Mobile 1.0/1.1 GHz),2.36,,,4400,https://gpu.userbenchmark.com/SpeedTest/7668/IntelR-HD-Graphics-Family
GPU,Nvidia,GeForce GT 330M,2.36,GEFORCE,,330,https://gpu.userbenchmark.com/SpeedTest/7739/NVIDIA-GeForce-GT-330M
GPU,ATI,Radeon HD 2600,2.36,RADEON,,2600,https://gpu.userbenchmark.com/SpeedTest/11511/ATI-Radeon-HD-26003600
GPU,Nvidia,NVS 5100M,2.34,,,5100,https://gpu.userbenchmark.com/SpeedTest/8318/NVIDIA-NVS-5100M
GPU,AMD,Radeon HD 7500G,2.34,RADEON,,7500,https://gpu.userbenchmark.com/SpeedTest/9442/AMD-Radeon-HD-7500G
GPU,Nvidia,GeForce GT 220,2.33,GEFORCE,,220,https://gpu.userbenchmark.com/SpeedTest/7737/NVIDIA-GeForce-GT-220
GPU,AMD,Radeon HD 6520G,2.32,RADEON,,6520,https://gpu.userbenchmark.com/SpeedTest/7806/AMD-Radeon-HD-6520G
GPU,Nvidia,GeForce GT 240M,2.31,GEFORCE,,240,https://gpu.userbenchmark.com/SpeedTest/8596/NVIDIA-GeForce-GT-240M
GPU,Nvidia,Quadro FX 880M,2.3,QUADRO,,880,https://gpu.userbenchmark.com/SpeedTest/7780/NVIDIA-Quadro-FX-880M
GPU,ATI,Radeon HD 2600-XT,2.27,RADEON,,2600,https://gpu.userbenchmark.com/SpeedTest/7897/ATI-Radeon-HD-2600-XT
GPU,AMD,Radeon  HD 6490M,2.27,RADEON,,6490,https://gpu.userbenchmark.com/SpeedTest/7775/Radeon-TM-HD-6490M
GPU,Nvidia,GeForce 8600 GTS,2.25,GEFORCE,,8600,https://gpu.userbenchmark.com/SpeedTest/8311/NVIDIA-GeForce-8600-GTS
GPU,Nvidia,GeForce GT 130M,2.23,GEFORCE,,130,https://gpu.userbenchmark.com/SpeedTest/9306/NVIDIA-GeForce-GT-130M
GPU,ATI,Mobility Radeon HD 3670,2.2,RADEON,,3670,https://gpu.userbenchmark.com/SpeedTest/10736/ATI-Mobility-Radeon-HD-3670
GPU,AMD,Radeon HD 7470M,2.15,RADEON,,7470,https://gpu.userbenchmark.com/SpeedTest/9296/AMD-Radeon-HD-7470M
GPU,AMD,Radeon HD 8370D,2.14,RADEON,,8370,https://gpu.userbenchmark.com/SpeedTest/10640/AMD-Radeon-HD-8370D
GPU,ATI,Mobility Radeon HD 2600-XT,2.11,RADEON,,2600,https://gpu.userbenchmark.com/SpeedTest/9915/ATI-Mobility-Radeon-HD-2600-XT
GPU,Nvidia,GeForce GT 520MX,2.08,GEFORCE,,520,https://gpu.userbenchmark.com/SpeedTest/8048/NVIDIA-GeForce-GT-520MX
GPU,Nvidia,GeForce GT 620,2.07,GEFORCE,,620,https://gpu.userbenchmark.com/SpeedTest/8899/NVIDIA-GeForce-GT-620
GPU,Nvidia,Quadro FX 770M,2.06,QUADRO,,770,https://gpu.userbenchmark.com/SpeedTest/7999/NVIDIA-Quadro-FX-770M
GPU,AMD,Radeon R5,2.05,RADEON,,Radeon R5,https://gpu.userbenchmark.com/SpeedTest/12264/AMD-RadeonTM-R5-Graphics
GPU,AMD,Radeon HD 7480D,2.05,RADEON,,7480,https://gpu.userbenchmark.com/SpeedTest/7856/AMD-Radeon-HD-7480D
GPU,Nvidia,GeForce GT 230M,2.05,GEFORCE,,230,https://gpu.userbenchmark.com/SpeedTest/8017/NVIDIA-GeForce-GT-230M
GPU,AMD,HD 7470,2.04,,,7470,https://gpu.userbenchmark.com/SpeedTest/8681/AMD-Radeon-HD-7000-series
GPU,Nvidia,GeForce 9500 GS,2.04,GEFORCE,,9500,https://gpu.userbenchmark.com/SpeedTest/11103/NVIDIA-GeForce-9500-GS
GPU,Intel,HD 3000 (Desktop V2 1.35 GHz),2.03,,,3000,https://gpu.userbenchmark.com/Intel-HD-3000-Desktop-V2-135-GHz/Rating/2170
GPU,Nvidia,GeForce 9650M-GT,2.0,GEFORCE,,9650,https://gpu.userbenchmark.com/SpeedTest/9295/NVIDIA-GeForce-9650M-GT
GPU,Nvidia,Quadro FX 1600M,1.97,QUADRO,,1600,https://gpu.userbenchmark.com/SpeedTest/8782/NVIDIA-Quadro-FX-1600M
GPU,Nvidia,Quadro 400,1.96,QUADRO,,400,https://gpu.userbenchmark.com/SpeedTest/9363/NVIDIA-Quadro-400
GPU,Nvidia,GeForce GT 705,1.95,GEFORCE,,705,https://gpu.userbenchmark.com/SpeedTest/13024/NVIDIA-GeForce-GT-705
GPU,ATI,Mobility FireGL V5700,1.95,,,5700,https://gpu.userbenchmark.com/SpeedTest/10460/ATI-Mobility-FireGL-V5700
GPU,Intel,HD 4200 (Mobile 0.85 GHz),1.94,,,4200,https://gpu.userbenchmark.com/SpeedTest/8662/IntelR-HD-Graphics-Family
GPU,Nvidia,GeForce GT 220M,1.94,GEFORCE,,220,https://gpu.userbenchmark.com/SpeedTest/11828/NVIDIA-GeForce-GT-220M
GPU,AMD,Radeon HD 7400M,1.92,RADEON,,7400,https://gpu.userbenchmark.com/SpeedTest/7817/AMD-Radeon-HD-7400M
GPU,AMD,Radeon HD 6480G,1.9,RADEON,,6480,https://gpu.userbenchmark.com/SpeedTest/8221/AMD-RadeonTM-HD-6480G
GPU,Nvidia,GeForce 7900 GTX,1.9,GEFORCE,,7900,https://gpu.userbenchmark.com/SpeedTest/10625/NVIDIA-GeForce-7900-GTX
GPU,Nvidia,GeForce 320M,1.88,GEFORCE,,320,https://gpu.userbenchmark.com/SpeedTest/9153/NVIDIA-GeForce-320M
GPU,AMD,Radeon HD 6470M,1.88,RADEON,,6470,https://gpu.userbenchmark.com/SpeedTest/7679/AMD-Radeon-HD-6470M
GPU,Nvidia,GeForce 610M,1.84,GEFORCE,,610,https://gpu.userbenchmark.com/SpeedTest/8250/NVIDIA-GeForce-610M
GPU,ATI,HD 3650,1.83,,,3650,https://gpu.userbenchmark.com/SpeedTest/7982/ATI-Radeon-HD-3600
GPU,Intel,HD 3000 (Mobile V2 1.3 GHz),1.82,,,3000,https://gpu.userbenchmark.com/SpeedTest/7647/IntelR-HD-Graphics-3000
GPU,Nvidia,GeForce 9500 GT,1.82,GEFORCE,,9500,https://gpu.userbenchmark.com/SpeedTest/7816/NVIDIA-GeForce-9500-GT
GPU,Nvidia,Quadro NVS 320M,1.81,QUADRO,,320,https://gpu.userbenchmark.com/SpeedTest/8310/NVIDIA-Quadro-NVS-320M
GPU,Nvidia,GeForce GT 520,1.79,GEFORCE,,520,https://gpu.userbenchmark.com/SpeedTest/7768/NVIDIA-GeForce-GT-520
GPU,AMD,Radeon R3 Graphics,1.77,RADEON,,Radeon R3 Graphics,https://gpu.userbenchmark.com/SpeedTest/12440/AMD-RadeonTM-R3-Graphics
GPU,Nvidia,NVS 4200M,1.75,,,4200,https://gpu.userbenchmark.com/SpeedTest/7966/NVIDIA-NVS-4200M
GPU,Nvidia,GeForce GT 520M,1.75,GEFORCE,,520,https://gpu.userbenchmark.com/SpeedTest/8308/NVIDIA-GeForce-GT-520M
GPU,AMD,Radeon HD 8400-R3,1.74,RADEON,,8400,https://gpu.userbenchmark.com/SpeedTest/11160/AMD-Radeon-HD-8400--R3
GPU,AMD,Radeon HD 7400G,1.73,RADEON,,7400,https://gpu.userbenchmark.com/SpeedTest/10815/AMD-Radeon-HD-7400G
GPU,Nvidia,GeForce GT 420,1.73,GEFORCE,,420,https://gpu.userbenchmark.com/SpeedTest/10183/NVIDIA-GeForce-GT-420
GPU,Nvidia,GeForce GT 610,1.72,GEFORCE,,610,https://gpu.userbenchmark.com/SpeedTest/7736/NVIDIA-GeForce-GT-610
GPU,AMD,Radeon HD 7450,1.7,RADEON,,7450,https://gpu.userbenchmark.com/SpeedTest/8053/AMD-RadeonTM-HD-7450
GPU,Intel,HD 3000 (Desktop V1 1.1 GHz),1.68,,,3000,https://gpu.userbenchmark.com/SpeedTest/7649/IntelR-HD-Graphics-3000
GPU,AMD,Radeon HD 6450,1.68,RADEON,,6450,https://gpu.userbenchmark.com/SpeedTest/7821/AMD-Radeon-HD-6450
GPU,AMD,Radeon HD 6410D,1.67,RADEON,,6410,https://gpu.userbenchmark.com/SpeedTest/8199/AMD-Radeon-HD-6410D
GPU,Nvidia,Quadro FX 580,1.66,QUADRO,,580,https://gpu.userbenchmark.com/SpeedTest/7761/NVIDIA-Quadro-FX-580
GPU,Nvidia,GeForce 9600M-GS,1.66,GEFORCE,,9600,https://gpu.userbenchmark.com/SpeedTest/9821/NVIDIA-GeForce-9600M-GS
GPU,Nvidia,GeForce 9600M-GT,1.64,GEFORCE,,9600,https://gpu.userbenchmark.com/SpeedTest/7707/NVIDIA-GeForce-9600M-GT
GPU,Intel,UHD Graphics 605,1.63,,,605,https://gpu.userbenchmark.com/SpeedTest/487064/IntelR-UHD-Graphics-605
GPU,Nvidia,GeForce 8600 GT,1.6,GEFORCE,,8600,https://gpu.userbenchmark.com/SpeedTest/7659/NVIDIA-GeForce-8600-GT
GPU,Nvidia,Quadro FX 570M,1.59,QUADRO,,570,https://gpu.userbenchmark.com/SpeedTest/9414/NVIDIA-Quadro-FX-570M
GPU,Intel,HD 3000 (Mobile V1 1.1/1.2 GHz),1.58,,,3000,https://gpu.userbenchmark.com/SpeedTest/7646/IntelR-HD-Graphics-3000
GPU,Intel,HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),1.56,,,,https://gpu.userbenchmark.com/SpeedTest/7701/IntelR-HD-Graphics
GPU,ATI,Mobility Radeon HD 3650,1.53,RADEON,,3650,https://gpu.userbenchmark.com/SpeedTest/7902/ATI-Mobility-Radeon-HD-3650
GPU,AMD,Radeon HD 8330,1.5,RADEON,,8330,https://gpu.userbenchmark.com/SpeedTest/8155/AMD-Radeon-HD-8330
GPU,Nvidia,GeForce 410M,1.42,GEFORCE,,410,https://gpu.userbenchmark.com/SpeedTest/9169/NVIDIA-GeForce-410M
GPU,ATI,Mobility Radeon HD 4570,1.4,RADEON,,4570,https://gpu.userbenchmark.com/SpeedTest/7827/ATI-Mobility-Radeon-HD-4570
GPU,Intel,HD 2500 (Desktop 1.05 GHz),1.4,,,2500,https://gpu.userbenchmark.com/SpeedTest/7696/IntelR-HD-Graphics
GPU,Intel,UHD Graphics 600,1.38,,,600,https://gpu.userbenchmark.com/SpeedTest/407837/IntelR-UHD-Graphics-600
GPU,Intel,HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),1.36,,,,https://gpu.userbenchmark.com/SpeedTest/7695/IntelR-HD-Graphics
GPU,ATI,Mobility Radeon HD 2600,1.36,RADEON,,2600,https://gpu.userbenchmark.com/SpeedTest/10285/ATI-Mobility-Radeon-HD-2600
GPU,ATI,Mobility Radeon HD 6370,1.33,RADEON,,6370,https://gpu.userbenchmark.com/SpeedTest/11239/ATI-Mobility-Radeon-HD-6370
GPU,Nvidia,GeForce 7800 GTX,1.31,GEFORCE,,7800,https://gpu.userbenchmark.com/SpeedTest/12348/NVIDIA-GeForce-7800-GTX
GPU,Nvidia,GeForce 8600M GT,1.31,GEFORCE,,8600,https://gpu.userbenchmark.com/SpeedTest/8081/NVIDIA-GeForce-8600M-GT
GPU,ATI,Mobility Radeon HD 545v,1.31,RADEON,,545,https://gpu.userbenchmark.com/SpeedTest/8734/ATI-Mobility-Radeon-HD-545v
GPU,Nvidia,GeForce GT 415M,1.31,GEFORCE,,415,https://gpu.userbenchmark.com/SpeedTest/16834/NVIDIA-GeForce-GT-415M
GPU,AMD,HD 8240,1.3,,,8240,https://gpu.userbenchmark.com/SpeedTest/9779/AMD-Radeon-HD-8240
GPU,AMD,Radeon HD 6370M,1.29,RADEON,,6370,https://gpu.userbenchmark.com/SpeedTest/10005/AMD-Radeon-HD-6370M
GPU,ATI,Mobility Radeon HD 4500,1.28,RADEON,,4500,https://gpu.userbenchmark.com/SpeedTest/7949/ATI-Mobility-Radeon-HD-45005100
GPU,Nvidia,NVS 310,1.27,,,310,https://gpu.userbenchmark.com/SpeedTest/10691/NVIDIA-NVS-310
GPU,Nvidia,Quadro FX 4500,1.24,QUADRO,,4500,https://gpu.userbenchmark.com/SpeedTest/8032/NVIDIA-Quadro-FX-4500
GPU,ATI,Radeon HD 2600-PRO,1.21,RADEON,,2600,https://gpu.userbenchmark.com/SpeedTest/8524/ATI-Radeon-HD-2600-PRO
GPU,Nvidia,Quadro FX 1700,1.21,QUADRO,,1700,https://gpu.userbenchmark.com/SpeedTest/9158/NVIDIA-Quadro-FX-1700
GPU,ATI,Radeon HD 4550,1.2,RADEON,,4550,https://gpu.userbenchmark.com/SpeedTest/8944/ATI-Radeon-HD-4550
GPU,Nvidia,GeForce 7900 GS,1.19,GEFORCE,,7900,https://gpu.userbenchmark.com/SpeedTest/8541/NVIDIA-GeForce-7900-GS
GPU,ATI,Mobility Radeon HD 5470,1.16,RADEON,,5470,https://gpu.userbenchmark.com/SpeedTest/7794/ATI-Mobility-Radeon-HD-5470
GPU,AMD,Radeon HD 6300M,1.16,RADEON,,6300,https://gpu.userbenchmark.com/SpeedTest/9894/AMD-Radeon-HD-6300M
GPU,Nvidia,GeForce GT 320M,1.13,GEFORCE,,320,https://gpu.userbenchmark.com/SpeedTest/7796/NVIDIA-GeForce-GT-320M
GPU,Nvidia,Quadro FX 3500,1.12,QUADRO,,3500,https://gpu.userbenchmark.com/SpeedTest/10152/NVIDIA-Quadro-FX-3500
GPU,Nvidia,GeForce 7800 GT,1.11,GEFORCE,,7800,https://gpu.userbenchmark.com/SpeedTest/8420/NVIDIA-GeForce-7800-GT
GPU,AMD,Radeon HD 7350,1.11,RADEON,,7350,https://gpu.userbenchmark.com/SpeedTest/12157/AMD-Radeon-HD-7350
GPU,Nvidia,Quadro FX 380,1.1,QUADRO,,380,https://gpu.userbenchmark.com/SpeedTest/8914/NVIDIA-Quadro-FX-380
GPU,Nvidia,GeForce 310M,1.09,GEFORCE,,310,https://gpu.userbenchmark.com/SpeedTest/8049/NVIDIA-GeForce-310M
GPU,Nvidia,GeForce 9400 GT,1.08,GEFORCE,,9400,https://gpu.userbenchmark.com/SpeedTest/7963/NVIDIA-GeForce-9400-GT
GPU,ATI,Mobility Radeon HD 530v,1.07,RADEON,,530,https://gpu.userbenchmark.com/SpeedTest/10176/ATI-Mobility-Radeon-HD-530v
GPU,ATI,Mobility Radeon HD 4350,1.06,RADEON,,4350,https://gpu.userbenchmark.com/SpeedTest/9335/ATI-Mobility-Radeon-HD-43004500
GPU,AMD,Radeon HD 6350,1.06,RADEON,,6350,https://gpu.userbenchmark.com/SpeedTest/10261/AMD-Radeon-HD-6350
GPU,Nvidia,GeForce 315M,1.06,GEFORCE,,315,https://gpu.userbenchmark.com/SpeedTest/10068/NVIDIA-GeForce-315M
GPU,Nvidia,GeForce G210M,1.05,GEFORCE,,210,https://gpu.userbenchmark.com/SpeedTest/8875/NVIDIA-GeForce-G210M
GPU,AMD,FirePro 2270,1.05,FIREPRO,,2270,https://gpu.userbenchmark.com/SpeedTest/7813/AMD-FirePro-2270
GPU,Nvidia,NVS 3100M,1.04,,,3100,https://gpu.userbenchmark.com/SpeedTest/7837/NVIDIA-NVS-3100M
GPU,ATI,Radeon HD 4300,1.04,RADEON,,4300,https://gpu.userbenchmark.com/SpeedTest/7860/ATI-Radeon-HD-43004500
GPU,AMD,Radeon HD 7340,1.02,RADEON,,7340,https://gpu.userbenchmark.com/SpeedTest/8996/AMD-Radeon-HD-7340-Graphics
GPU,ATI,Radeon HD 5400,1.02,RADEON,,5400,https://gpu.userbenchmark.com/SpeedTest/8063/ATI-Radeon-HD-5400
GPU,Nvidia,GeForce 310,1.02,GEFORCE,,310,https://gpu.userbenchmark.com/SpeedTest/9197/NVIDIA-GeForce-310
GPU,AMD,Radeon HD 5450,1.01,RADEON,,5450,https://gpu.userbenchmark.com/SpeedTest/7719/AMD-Radeon-HD-5450
GPU,Nvidia,GeForce 305M,1.0,GEFORCE,,305,https://gpu.userbenchmark.com/SpeedTest/10705/NVIDIA-GeForce-305M
GPU,AMD,HD 8210,0.96,,,8210,https://gpu.userbenchmark.com/SpeedTest/7831/AMD-Radeon-HD-8210
GPU,AMD,Radeon HD 6320,0.95,RADEON,,6320,https://gpu.userbenchmark.com/SpeedTest/8103/AMD-Radeon-HD-6320-Graphics
GPU,Nvidia,GeForce Go 7900,0.95,GEFORCE,,7900,https://gpu.userbenchmark.com/SpeedTest/9175/NVIDIA-GeForce-Go-7900-GS
GPU,Nvidia,NVS 300,0.94,,,300,https://gpu.userbenchmark.com/SpeedTest/8966/NVIDIA-NVS-300
GPU,Nvidia,GeForce G210,0.94,GEFORCE,,210,https://gpu.userbenchmark.com/SpeedTest/11784/NVIDIA-GeForce-G210
GPU,Nvidia,GeForce 8600M GS,0.93,GEFORCE,,8600,https://gpu.userbenchmark.com/SpeedTest/8192/NVIDIA-GeForce-8600M-GS
GPU,ATI,Mobility Radeon HD 4300,0.92,RADEON,,4300,https://gpu.userbenchmark.com/SpeedTest/8572/ATI-Mobility-Radeon-HD-4300
GPU,Nvidia,GeForce 7600 GT,0.87,GEFORCE,,7600,https://gpu.userbenchmark.com/SpeedTest/8028/NVIDIA-GeForce-7600-GT
GPU,Nvidia,GeForce 210,0.87,GEFORCE,,210,https://gpu.userbenchmark.com/SpeedTest/7740/NVIDIA-GeForce-210
GPU,Nvidia,GeForce 9400M,0.87,GEFORCE,,9400,https://gpu.userbenchmark.com/SpeedTest/7998/NVIDIA-GeForce-9400M
GPU,Nvidia,GeForce 8400M GT,0.85,GEFORCE,,8400,https://gpu.userbenchmark.com/SpeedTest/10523/NVIDIA-GeForce-8400M-GT
GPU,ATI,Radeon HD 4200,0.82,RADEON,,4200,https://gpu.userbenchmark.com/SpeedTest/8091/ATI-Radeon-HD-4200
GPU,Nvidia,GeForce 7800 GS,0.82,GEFORCE,,7800,https://gpu.userbenchmark.com/SpeedTest/11875/NVIDIA-GeForce-7800-GS
GPU,Nvidia,Quadro FX 570,0.8,QUADRO,,570,https://gpu.userbenchmark.com/SpeedTest/8189/NVIDIA-Quadro-FX-570
GPU,AMD,Radeon HD 7310,0.8,RADEON,,7310,https://gpu.userbenchmark.com/SpeedTest/9174/AMD-Radeon-HD-7310-Graphics
GPU,AMD,Radeon HD 6310,0.79,RADEON,,6310,https://gpu.userbenchmark.com/SpeedTest/7807/AMD-Radeon-HD-6310-Graphics
GPU,ATI,Mobility Radeon HD 4250,0.78,RADEON,,4250,https://gpu.userbenchmark.com/SpeedTest/8680/ATI-Mobility-Radeon-HD-4250
GPU,ATI,Radeon HD 4290,0.78,RADEON,,4290,https://gpu.userbenchmark.com/SpeedTest/7847/ATI-Radeon-HD-4290
GPU,Nvidia,GeForce 8500 GT,0.78,GEFORCE,,8500,https://gpu.userbenchmark.com/SpeedTest/7777/NVIDIA-GeForce-8500-GT
GPU,Intel,HD Graphics (Clarkdale 0.733/0.9 GHz),0.77,,,733,https://gpu.userbenchmark.com/SpeedTest/7702/IntelR-HD-Graphics
GPU,ATI,Radeon HD 3200,0.76,RADEON,,3200,https://gpu.userbenchmark.com/SpeedTest/8532/ATI-Radeon-HD-3200-Graphics
GPU,ATI,Radeon HD 3300,0.74,RADEON,,3300,https://gpu.userbenchmark.com/SpeedTest/7899/ATI-Radeon-HD-3300-Graphics
GPU,Intel,HD 2000 (Desktop 1.1 GHz),0.73,,,2000,https://gpu.userbenchmark.com/SpeedTest/7697/IntelR-HD-Graphics
GPU,Nvidia,ION,0.73,,,,https://gpu.userbenchmark.com/SpeedTest/7884/NVIDIA-ION
GPU,Nvidia,GeForce G105M,0.72,GEFORCE,,105,https://gpu.userbenchmark.com/SpeedTest/8400/NVIDIA-GeForce-G105M
GPU,Intel,HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),0.71,,,,https://gpu.userbenchmark.com/SpeedTest/7699/IntelR-HD-Graphics
GPU,ATI,Radeon HD 4250,0.71,RADEON,,4250,https://gpu.userbenchmark.com/SpeedTest/7965/ATI-Radeon-HD-4250
GPU,Nvidia,Quadro FX 1500,0.71,QUADRO,,1500,https://gpu.userbenchmark.com/SpeedTest/11831/NVIDIA-Quadro-FX-1500
GPU,ATI,Mobility Radeon HD 3400,0.69,RADEON,,3400,https://gpu.userbenchmark.com/SpeedTest/8480/ATI-Mobility-Radeon-HD-3400
GPU,AMD,Radeon HD 6250M,0.69,RADEON,,6250,https://gpu.userbenchmark.com/SpeedTest/13446/AMD-Radeon-HD-6250M
GPU,ATI,Radeon 3000 Graphics,0.67,RADEON,,3000,https://gpu.userbenchmark.com/SpeedTest/7853/ATI-Radeon-3000-Graphics
GPU,Nvidia,Quadro NVS 140M,0.67,QUADRO,,140,https://gpu.userbenchmark.com/SpeedTest/7946/NVIDIA-Quadro-NVS-140M
GPU,Nvidia,GeForce 7600 GS,0.65,GEFORCE,,7600,https://gpu.userbenchmark.com/SpeedTest/11979/NVIDIA-GeForce-7600-GS
GPU,Nvidia,GeForce 8400 GS,0.64,GEFORCE,,8400,https://gpu.userbenchmark.com/SpeedTest/7917/NVIDIA-GeForce-8400-GS
GPU,Nvidia,Quadro NVS 290,0.64,QUADRO,,290,https://gpu.userbenchmark.com/SpeedTest/8083/NVIDIA-Quadro-NVS-290
GPU,ATI,Radeon HD 3450,0.63,RADEON,,3450,https://gpu.userbenchmark.com/SpeedTest/7779/ATI-Radeon-HD-3450---Dell-Optiplex
GPU,ATI,Radeon HD 2400-PRO,0.63,RADEON,,2400,https://gpu.userbenchmark.com/SpeedTest/8931/ATI-Radeon-HD-2400-PRO
GPU,ATI,FirePro 2260,0.61,FIREPRO,,2260,https://gpu.userbenchmark.com/SpeedTest/9852/ATI-FirePro-2260
GPU,Nvidia,Quadro NVS 160M,0.61,QUADRO,,160,https://gpu.userbenchmark.com/SpeedTest/8249/NVIDIA-Quadro-NVS-160M
GPU,AMD,Radeon HD 6290,0.6,RADEON,,6290,https://gpu.userbenchmark.com/SpeedTest/7803/AMD-Radeon-HD-6290-Graphics
GPU,Intel,HD Graphics (Bay Trail 0.667 - 0.854 GHz),0.6,,,667,https://gpu.userbenchmark.com/SpeedTest/7698/IntelR-HD-Graphics
GPU,AMD,Radeon X1650,0.59,RADEON,,1650,https://gpu.userbenchmark.com/SpeedTest/10866/Radeon-X1650
GPU,Nvidia,Quadro NVS 450,0.59,QUADRO,,450,https://gpu.userbenchmark.com/SpeedTest/7791/NVIDIA-Quadro-NVS-450
GPU,AMD,Radeon HD 6250,0.59,RADEON,,6250,https://gpu.userbenchmark.com/SpeedTest/8472/AMD-Radeon-HD-6250-Graphics
GPU,Nvidia,GeForce 8400M GS,0.59,GEFORCE,,8400,https://gpu.userbenchmark.com/SpeedTest/8560/NVIDIA-GeForce-8400M-GS
GPU,ATI,Mobility Radeon HD 2400,0.58,RADEON,,2400,https://gpu.userbenchmark.com/SpeedTest/8548/ATI-Mobility-Radeon-HD-2400
GPU,Nvidia,Quadro NVS 295,0.57,QUADRO,,295,https://gpu.userbenchmark.com/SpeedTest/12626/NVIDIA-Quadro-NVS-295
