Type,Brand,Model,Benchmark,Size,Model_Type,URL
SSD,PNY,CS2211 960GB,90.6,960GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,Patriot,Ignite 480GB,90.5,480GB,2.5-inch,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574
SSD,Crucial,M550 256GB,90.5,256GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000
SSD,Corsair,Force LX 512GB,90.4,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD
SSD,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,90.4,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
SSD,Crucial,M550 1TB,90.4,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1
SSD,OCZ,AMD Radeon R7 480GB,90.3,480GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
SSD,HyperX,Savage 960GB,90.3,960GB,2.5-inch,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580
SSD,OCZ,Vertex 460 240GB,90.3,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043
SSD,Toshiba,Q300 Pro 512GB,90.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro
SSD,OCZ,Vertex 4 512GB,90.2,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4
SSD,OCZ,Vector 180 240GB,90.2,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493
SSD,Crucial,MX300 SATA M.2 1TB,90.1,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4
SSD,SanDisk,Extreme II 240GB,90.1,240GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545
SSD,Mushkin,Reactor 512GB,89.9,512GB,2.5-inch,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584
SSD,Samsung,MZFLV256 NVMe PCIe M.2 256GB,89.9,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256
SSD,Zotac,Premium Edition 480GB,89.7,480GB,2.5-inch,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599
SSD,Micron,M600 256GB,89.6,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24442/Micron-M600-MTFDDAK256MBF
SSD,Samsung,840 Pro 128GB,89.5,128GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890
SSD,Adata,Premier SP610 1TB,89.5,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/19263/ADATA-SP610
SSD,Transcend,SSD370S 256GB,89.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/26718/TS256GSSD370S
SSD,Intel,Pro 6000p NVMe PCIe M.2 128GB,89.3,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7
SSD,HyperX,Savage 240GB,89.3,240GB,2.5-inch,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494
SSD,Toshiba,OCZ VX500 512GB,89.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500
SSD,Mushkin,Striker 960GB,89.2,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB
SSD,PNY,SSD2SC240G5SA754D117-511 240GB,89.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11704/SSD2SC240G5SA754D117-511
SSD,Crucial,MX300 750GB,89.1,750GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644
SSD,OCZ,Vector 150 240GB,89.0,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748
SSD,Plextor,M6S 256GB,88.9,256GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505
SSD,Samsung,840 Evo mSATA 250GB,88.9,250GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5250/Samsung-SSD-840-EVO-250GB-mSATA
SSD,Samsung,860 QVO 1TB,88.9,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,Samsung,860 QVO 1TB,88.9,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,Corsair,Neutron XTi 240GB,88.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/159221/Corsair-Neutron-XTI-SSD
SSD,Plextor,M5 Pro 512GB,88.6,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1262/PLEXTOR-PX-512M5Pro
SSD,Kingston,SSDNow KC400 1TB,88.6,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/127752/KINGSTON-SKC400S371T
SSD,OCZ,AMD Radeon R7 240GB,88.6,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492
SSD,OCZ,Trion 150 960GB,88.5,960GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621
SSD,Mushkin,Reactor 1TB,88.5,1TB,2.5-inch,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583
SSD,Gigabyte,NVMe PCIe M.2 128GB,88.5,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,Plextor,M5 Pro 256GB,88.5,256GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,Adata,XPG SX930 120GB,88.4,120GB,2.5-inch,https://ssd.userbenchmark.com/Adata-XPG-SX930-120GB/Rating/3635
SSD,OCZ,Vertex 4 128GB,88.3,128GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895
SSD,OCZ,Saber 1000 240GB,88.1,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,Crucial,MX200 mSATA 250GB,87.9,250GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/29438/Crucial--CT250MX200SSD3
SSD,Crucial,MX100 512GB,87.6,512GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475
SSD,Patriot,Ignite 240GB,87.6,240GB,2.5-inch,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573
SSD,PNY,CS2211 240GB,87.5,240GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629
SSD,PNY,CS2211 240GB,87.5,240GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629
SSD,Plextor,M6 Pro 128GB,87.5,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/14853/PLEXTOR-PX-128M6Pro
SSD,Crucial,M550 mSATA 256GB,87.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3
SSD,OCZ,Vertex 460 480GB,87.4,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460
SSD,Crucial,M550 mSATA 512GB,87.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,Intel,S3500 Series 800GB,87.2,800GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,Plextor,M6V 256GB,87.2,256GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M6V-256GB/Rating/3499
SSD,OCZ,ARC 100 240GB,87.0,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-ARC-100-240GB/Rating/2603
SSD,Adata,Premier SP610 512GB,86.9,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15096/ADATA-SP610
SSD,Plextor,M6S 512GB,86.9,512GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M6S-512GB/Rating/3506
SSD,WD,Blue 1TB,86.9,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,OCZ,AGILITY3 256GB,86.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3
SSD,Crucial,MX200 mSATA 500GB,86.7,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24060/Crucial-CT500MX200SSD3
SSD,Crucial,BX100 250GB,86.6,250GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX100-250GB/Rating/3145
SSD,Transcend,SSD370 1TB,86.6,1TB,2.5-inch,https://ssd.userbenchmark.com/Transcend-SSD370-1TB/Rating/3579
SSD,Adata,XPG SX930 240GB,86.5,240GB,2.5-inch,https://ssd.userbenchmark.com/Adata-XPG-SX930-240GB/Rating/3636
SSD,OCZ,AMD Radeon R7 120GB,86.5,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492
SSD,Crucial,BX300 120GB,86.5,120GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,OCZ,Vertex 450 256GB,86.4,256GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605
SSD,HP,S700 Pro 128GB,86.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/300937/HP-SSD-S700-Pro
SSD,Toshiba,HG6 256GB,86.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU
SSD,WD,Blue 500GB,86.4,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0
SSD,Patriot,Ignite 960GB,86.4,960GB,2.5-inch,https://ssd.userbenchmark.com/Patriot-Ignite-960GB/Rating/3575
SSD,PNY,CS1311 480GB,86.3,480GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616
SSD,SanDisk,Ultra II 480GB,86.2,480GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473
SSD,OCZ,Vertex 460A 120GB,86.1,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-460A-120GB/Rating/3490
SSD,OCZ,ARC 100 480GB,86.1,480GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-ARC-100-480GB/Rating/3471
SSD,WD,Blue 3D 250GB,86.0,250GB,2.5-inch,https://ssd.userbenchmark.com/WD-Blue-3D-250GB/Rating/3948
SSD,Toshiba,OCZ VT180 120GB,85.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/172941/TOSHIBA-VT180
SSD,Kingston,SSDNow KC400 512GB,85.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/72936/KINGSTON-SKC400S37512G
SSD,Crucial,MX300 525GB,85.8,525GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643
SSD,HyperX,Savage 120GB,85.6,120GB,2.5-inch,https://ssd.userbenchmark.com/HyperX-Savage-120GB/Rating/3496
SSD,OCZ,Vector 180 120GB,85.6,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vector-180-120GB/Rating/3495
SSD,Crucial,M550 128GB,85.6,128GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485
SSD,Plextor,M6S 128GB,85.5,128GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M6S-128GB/Rating/2225
SSD,SanDisk,Ultra 3D 250GB,85.4,250GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Ultra-3D-250GB/Rating/3952
SSD,Toshiba,Q Series Pro 256GB,85.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,Toshiba,Q Series Pro 256GB,85.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,Toshiba,Q Series Pro 256GB,85.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,OCZ,Vector 128GB,85.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4023/OCZ-VECTOR
SSD,Crucial,M550 SATA M.2 128GB,85.3,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/15846/Crucial-CT128M550SSD4
SSD,SanDisk,X400 1TB,85.2,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/66487/SanDisk-SD8SB8U1T001122
SSD,OCZ,Trion 150 480GB,85.1,480GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Trion-150-480GB/Rating/3620
SSD,Transcend,MTS800 M.2 512GB,84.9,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/22251/TS512GMTS800
SSD,Intel,S3500 Series 480GB,84.8,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16864/INTEL-SSDSC2BB480G4
SSD,WD,Blue SATA M.2 1TB,84.8,1TB,M.2,https://ssd.userbenchmark.com/SpeedTest/199326/WDC-WDS100T1B0B-00AS40
SSD,SanDisk,Extreme II 120GB,84.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Extreme-II-120GB/Rating/1889
SSD,Samsung,MZ7PD256HAFV-000H7 256GB,84.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4570/SAMSUNG-MZ7PD256HAFV-000H7
SSD,Zotac,Premium Edition 240GB,84.8,240GB,2.5-inch,https://ssd.userbenchmark.com/Zotac-Premium-Edition-240GB/Rating/3598
SSD,WD,Blue 3D SATA M.2 250GB,84.7,250GB,M.2,https://ssd.userbenchmark.com/SpeedTest/341807/WDC-WDS250G2B0B-00YS70
SSD,Crucial,MX300 SATA M.2 525GB,84.6,525GB,M.2,https://ssd.userbenchmark.com/SpeedTest/174014/Crucial-CT525MX300SSD4
SSD,SanDisk,Ultra II 960GB,84.5,960GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Ultra-II-960GB/Rating/3582
SSD,Kingston,SSDNow KC400 256GB,84.5,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/79042/KINGSTON-SKC400S37256G
SSD,Micron,M600 SATA M.2 256GB,84.5,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/22043/Micron-M600-MTFDDAV256MBF
SSD,Transcend,SSD370 512GB,84.5,512GB,2.5-inch,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,Seagate,600 480GB,84.5,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2966/ST480HM000-1G5162
SSD,Samsung,840 Evo mSATA 120GB,84.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5728/Samsung-SSD-840-EVO-120GB-mSATA
SSD,Corsair,Neutron GTX 480GB,84.4,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9137/Corsair-Neutron-GTX-SSD
SSD,Toshiba,OCZ VX500 256GB,84.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/193061/TOSHIBA-VX500
SSD,Samsung,"SM841 2.5"" 7mm 512GB",84.2,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6119/SAMSUNG-SSD-SM841-25--7mm-512GB
SSD,Transcend,MTS600 M.2 512GB,84.0,512GB,M.2,https://ssd.userbenchmark.com/SpeedTest/13460/TS512GMTS600
SSD,Intel,730 Series 240GB,83.9,240GB,2.5-inch,https://ssd.userbenchmark.com/Intel-730-Series-240GB/Rating/2031
SSD,Apple,SM0256F 251GB,83.8,251GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3466/APPLE-SSD-SM0256F
SSD,Mushkin,ECO3 480GB,83.8,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/82715/MKNSSDE3480GB
SSD,SanDisk,X400 512GB,83.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/74118/SanDisk-SD8SB8U512G1122
SSD,Crucial,M500 960GB,83.8,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2379/Crucial-CT960M500SSD1
SSD,OCZ,ARC 100 120GB,83.8,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-ARC-100-120GB/Rating/3487
SSD,Plextor,M5 Pro 128GB,83.8,128GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M5-Pro-128GB/Rating/1893
SSD,Gigabyte,UD PRO 512GB,83.7,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD
SSD,Crucial,MX200 1TB,83.7,1TB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX200-1TB/Rating/3578
SSD,Gigabyte,UD PRO 256GB,83.6,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/514244/GIGABYTE-GP-GSTFS30256GTTD
SSD,PNY,CS900 960GB,83.6,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/443150/PNY-CS900-960GB-SSD
SSD,Mushkin,Striker 480GB,83.5,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24686/MKNSSDST480GB
SSD,SanDisk,X210 512GB,83.5,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16627/SanDisk-SD6SB2M512G1022I
SSD,Toshiba,HG5d Q Series 512GB,83.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,Toshiba,HG5d Q Series 512GB,83.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,Toshiba,HG5d Q Series 512GB,83.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,Liteonit,LCS-256L9S-11 2.5 7mm 256GB,83.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11259/LITEONIT-LCS-256L9S-11-25-7mm-256GB
SSD,Samsung,SM841N 2.5 7mm 256GB,83.2,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12586/SAMSUNG-SSD-SM841N-25-7mm-256GB
SSD,Crucial,MX200 500GB,83.1,500GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX200-500GB/Rating/3504
SSD,Crucial,M500 480GB,83.0,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2643/Crucial-CT480M500SSD1
SSD,Liteonit,LCS-256M6S 2.5 7mm 256GB,83.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2535/LITEONIT-LCS-256M6S-25-7mm-256GB
SSD,OCZ,Vertex 460 120GB,83.0,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-460-120GB/Rating/3488
SSD,Apple,SM0512F 500GB,82.8,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9630/APPLE-SSD-SM0512F
SSD,Crucial,MX100 256GB,82.8,256GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX100-256GB/Rating/2317
SSD,Crucial,BX200 960GB,82.7,960GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX200-960GB/Rating/3628
SSD,Liteonit,LCS-512M6S 2.5 7mm 512GB,82.6,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4103/LITEONIT-LCS-512M6S-25-7mm-512GB
SSD,Seagate,600 240GB,82.5,240GB,2.5-inch,https://ssd.userbenchmark.com/Seagate-600-240GB/Rating/1601
SSD,Plextor,PX-256M5S 256GB,82.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1304/PLEXTOR-PX-256M5S
SSD,Mushkin,Triactor 480GB,82.4,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/80762/MKNSSDTR480GB
SSD,Toshiba,OCZ VX500 128GB,82.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/194663/TOSHIBA-VX500
SSD,Toshiba,Q Series Pro 128GB,82.3,128GB,2.5-inch,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,Toshiba,Q Series Pro 128GB,82.3,128GB,2.5-inch,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,OCZ,Vector 150 120GB,82.2,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vector-150-120GB/Rating/2242
SSD,SanDisk,Ultra II 240GB,82.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Ultra-II-240GB/Rating/2548
SSD,Corsair,Force LX 256GB,82.2,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13556/CORSAIR-FORCE-LX-SSD
SSD,Samsung,"SM841 2.5"" 7mm 256GB",82.2,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4650/SAMSUNG-SSD-SM841-25--7mm-256GB
SSD,WD,Blue SATA M.2 500GB,82.2,500GB,M.2,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40
SSD,Mushkin,ECO3 240GB,82.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/82991/MKNSSDE3240GB
SSD,Adata,Premier SP610 256GB,82.0,256GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Premier-SP610-256GB/Rating/3281
SSD,SanDisk,X300s Non-Secure 256GB,81.9,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/20604/SanDisk-SD7SB3Q256G1002
SSD,Corsair,Performance Pro 256GB,81.8,256GB,2.5-inch,https://ssd.userbenchmark.com/Corsair-Performance-Pro-256GB/Rating/45
SSD,Toshiba,HG5d Q Series 256GB,81.7,256GB,2.5-inch,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624
SSD,Toshiba,HG5d Q Series 256GB,81.7,256GB,2.5-inch,https://ssd.userbenchmark.com/Toshiba-HG5d-Q-Series-256GB/Rating/1624
SSD,PNY,Optima 240GB,81.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443
SSD,PNY,Optima 240GB,81.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7567/SSD2SC240G1SA754D117-443
SSD,Kingston,SSDNow KC400 128GB,81.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/78104/KINGSTON-SKC400S37128G
SSD,Intel,540s Series 480GB,81.7,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/128513/INTEL-SSDSC2KW480H6
SSD,Toshiba,THNSNS Series 240GB,81.6,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4786/TOSHIBA-THNSNS240GBSP
SSD,Adata,Premier SP550 960GB,81.6,960GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Premier-SP550-960GB/Rating/3625
SSD,Adata,Premier SP550 480GB,81.6,480GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Premier-SP550-480GB/Rating/3624
SSD,SanDisk,X210 256GB,81.5,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2244/SanDisk-SD6SB2M256G1022I
SSD,Plextor,PX-256M6M 256GB,81.5,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9887/PLEXTOR-PX-256M6M
SSD,SanDisk,Ultra Plus 256GB,81.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-256GB/Rating/1511
SSD,Samsung,MZ7PD128HAFV-000 128GB,81.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9510/SAMSUNG-MZ7PD128HAFV-000
SSD,Toshiba,THNSNH512GCST 512GB,81.1,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12185/TOSHIBA-THNSNH512GCST
SSD,Corsair,Neutron GTX 240GB,81.0,240GB,2.5-inch,https://ssd.userbenchmark.com/Corsair-Neutron-GTX-240GB/Rating/1404
SSD,PNY,CS1311 240GB,81.0,240GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS1311-240GB/Rating/3615
SSD,Corsair,Force LE 240GB,80.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/42143/Corsair-Force-LE-SSD
SSD,Toshiba,Q300 Pro 128GB,80.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/41261/TOSHIBA-Q300-Pro
SSD,Plextor,PX-256M3P 256GB,80.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3332/PLEXTOR-PX-256M3P
SSD,Kingston,HyperX 3K 240GB,80.6,240GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-HyperX-3K-240GB/Rating/1818
SSD,WD,Blue SATA M.2 250GB,80.6,250GB,M.2,https://ssd.userbenchmark.com/SpeedTest/190515/WDC-WDS250G1B0B-00AS40
SSD,Intel,540s Series 1TB,80.5,1TB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/123180/INTEL-SSDSC2KW010X6
SSD,HyperX,Savage 480GB,80.4,480GB,2.5-inch,https://ssd.userbenchmark.com/HyperX-Savage-480GB/Rating/3602
SSD,Toshiba,HG5d Q Series 128GB,80.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,Toshiba,HG5d Q Series 128GB,80.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,Toshiba,HG5d Q Series 128GB,80.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2325/TOSHIBA-THNSNH128GBST
SSD,Adata,Premier Pro SP920 512GB,80.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/26813/ADATA-SP920SS
SSD,Mushkin,Reactor 256GB,80.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/30195/MKNSSDRE256GB
SSD,Toshiba,Q300 480GB,80.2,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,Toshiba,Q300 480GB,80.2,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/38603/TOSHIBA-Q300
SSD,Crucial,MX300 SATA M.2 275GB,80.2,275GB,M.2,https://ssd.userbenchmark.com/SpeedTest/159989/Crucial-CT275MX300SSD4
SSD,Adata,SP600 256GB,80.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8707/ADATA-SP600
SSD,Transcend,SSD370 256GB,80.0,256GB,2.5-inch,https://ssd.userbenchmark.com/Transcend-SSD370-256GB/Rating/2701
SSD,Transcend,MTS600 M.2 256GB,79.9,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/15991/TS256GMTS600
SSD,Micron,M500DC 480GB,79.8,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/21867/Micron-M500DC-MT
SSD,Toshiba,Q300 Pro 256GB,79.6,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/35467/TOSHIBA-Q300-Pro
SSD,WD,Blue 250GB,79.5,250GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/191455/WDC-WDS250G1B0A-00H9H0
